,2018-01-15,2018-01-16,2018-01-17,2018-01-18,2018-01-19,2018-01-20,2018-01-21,2018-01-22,2018-01-23,2018-01-24,2018-01-25,2018-01-26,2018-01-27,2018-01-28,2018-01-29,2018-01-30,2018-01-31,2018-02-01,2018-02-02,2018-02-03
856,SWING,BTG,TALK,TALK,UNITS,ROC,JIN,VOT,EVO,BITBTC,MST,BTG,PX,PHS,BTG,BITZ,PX,BITBTC,CHESS,TAG
857,BSTY,COXST,MAO,CON,SRC,TRDT,MNC,BOST,MARS,VC,KED,KED,BTG,XVP,CAT,QTL,EMD,BCF,DIX,BTG
858,QCN,MAD,BRIA,AIB,MAR,CYP,BSTY,PX,IMS,GRT,CAT,IMS,STV,QTL,STV,STARS,FNC,PX,BCF,CV2
859,VUC,TALK,RPC,CNNC,PXI,VOT,GRT,DALC,PX,CAT,PX,BITZ,611,BTPL,MARS,PX,QTL,CUBE,SPACE,ARG
860,GLT,GPL,BITGOLD,FIRE,CYP,XVP,SPACE,JIN,CAT,UNITS,J,PXI,ROC,SPACE,AIB,GLC,BTG,EMD,BITSILVER,CHESS
861,SLEVIN,MAO,HXX,RPC,CXT,EBCH,FIRE,611,JIN,KED,DALC,CAT,CAT,STV,NTWK,UNY,EOT,CV2,BERN,LCP
862,CON,MOTO,FIRE,HONEY,EBCH,BERN,CNNC,GLC,GRT,TALK,NTWK,PX,UNITS,CAT,PHS,LCP,XIOS,ALTCOM,C2,DLC
863,J,BUMBA,611,HXX,ICOB,WAY,EREAL,RBIES,UNITS,IMS,GRT,STV,BSTY,BTG,DIX,CV2,DUO,SWING,CV2,LEA
864,NRO,GLT,SCRT,BSTY,DALC,UNITS,XVP,NEWB,STV,REE,KAYI,808,BTQ,COAL,PXI,BITBTC,BSTY,XIOS,EMD,BSTY
865,PHS,EAGLE,FUZZ,CACH,BOLI,REE,ZCG,HXX,TALK,BTPL,ZUR,COAL,COAL,PXI,TRDT,BTG,LCP,CYP,XIOS,SWING
866,MAO,611,$$$,TRDT,BSTY,NEWB,HONEY,SRC,BOST,MAR,TALK,611,KAYI,NTWK,HXX,VOT,REE,LCP,ALTCOM,PXI
867,ALL,XVP,GPL,EAGLE,QCN,DALC,DALC,TALK,XVP,DALC,COAL,ERY,PXI,DALC,BITSILVER,611,CYP,BSTY,UNITS,REE
868,GLC,GP,XNG,ICOB,CPN,BSTY,ICOB,FIRE,XBTS,BRAT,EUC,REE,KED,IMS,ZUR,PXI,C2,CCN,SWING,DUO
869,SRC,XBTS,SOIL,MOTO,EAGLE,PXI,J,REE,CNNC,BTSR,GLC,RPC,REE,DLC,MNC,ALTCOM,CAT,HXX,DUO,DALC
870,GRT,MTLMC3,DRS,FRC,KRONE,SRC,BIGUP,XVP,COXST,RBIES,STV,XBTS,RBIES,BUMBA,COAL,CAT,BUMBA,QTL,PHS,KAYI
871,BTG,XCO,BUMBA,MST,SONG,ICOB,TEK,CNNC,NTWK,CNNC,808,J,GRT,EUC,VOT,HXX,ERY,EOT,PXI,UNITS
872,ICOB,BRIA,VC,XCO,TALK,BRIA,MAR,IMS,DALC,SHDW,VOT,HONEY,IMS,LEA,LCP,TRDT,KAYI,BITSILVER,TEK,MAD
873,$$$,FUZZ,XVP,BRIA,BITSILVER,RMC,REE,J,RBIES,BOST,REE,RBIES,DLC,VOT,KAYI,BITSILVER,HXX,DUO,CCN,CCN
874,XBTS,BITZ,ICE,SHDW,MOTO,QCN,BAS,TEK,J,QCN,PXI,BTPL,VOT,VC,611,IMS,ARCO,STARS,TRDT,CAT
875,MSCN,RPC,SHDW,MAO,CON,MAD,BUMBA,MAR,BRIA,STV,ROC,BITSILVER,BITSILVER,MAR,QCN,UNITS,SPACE,XVP,BSTY,611
876,LTCU,BITSILVER,BTG,GLT,SCRT,JIN,CPN,BTPL,MAR,MAD,MAR,DLC,BTPL,CYP,DALC,BUMBA,SHDW,CAT,ASAFE2,RBIES
877,EVO,ICE,J,XVP,BUMBA,SONG,MAD,TAG,MAD,CON,RPC,MST,FRC,KED,MAD,DALC,UNITS,PHS,BRAT,HXX
878,MOTO,ACOIN,MST,BITZ,CACH,CACH,SHDW,NTWK,ZUR,FIRE,RBIES,VOT,MAD,ICOB,XVP,XVP,PHS,MNC,DLC,PHS
879,ERY,QCN,ARB,EVO,SOIL,CNNC,CACH,BUMBA,FIRE,CASINO,XVP,BITGOLD,BRAT,KAYI,MST,REE,BITSILVER,KAYI,COAL,XVP
880,MAD,ICOB,CPN,BUMBA,MNC,MAR,SCRT,ICOB,EGAS,J,QCN,NTWK,MST,ZUR,BRAT,KAYI,DALC,RBIES,BUMBA,BAS
881,SCRT,FIRE,HONEY,ERY,CNNC,BTG,CON,CACH,CASINO,XBTS,MAD,EUC,SRC,MAD,ICOB,MST,IMS,BUMBA,RBIES,BRAT
882,SOIL,GPU,XCRE,QCN,XCO,SCRT,BRIA,BRIA,SRC,ZUR,HONEY,BRAT,LEA,NEVA,KED,LEA,XVP,ARCO,BITGOLD,CYP
883,BUMBA,XCRE,VUC,J,FRC,CXT,BTG,MAD,BITSILVER,ICOB,BTPL,BTSR,BITGOLD,JIN,REE,PHS,RBIES,ERY,KAYI,KED
884,AERM,REE,GLT,$$$,HONEY,BITSILVER,KRONE,808,XCRE,XVP,BITSILVER,ICOB,XVP,RBIES,EUC,GLT,STARS,ICOB,DALC,EUC
885,TALK,SFC,FRC,GLC,VUC,XCO,VOT,GRT,CACH,BITSILVER,ICOB,SPACE,XBTS,ARG,RBIES,UET,COAL,ZUR,XVP,IMS
886,CASH,ERY,ICOB,GP,J,CPN,BITZ,BITSILVER,FLAX,NTWK,CYP,XVP,EUC,BITGOLD,GLT,RBIES,611,UNITS,QTL,FIRE
887,NEVA,SOIL,BENJI,GPL,XVP,HONEY,BITSILVER,SCRT,BITGOLD,BITGOLD,BITGOLD,MAR,BRIA,611,RPC,KED,EUC,BITGOLD,HXX,ARCO
888,BIP,DRS,SPEX,VUC,BITGOLD,$$$,$$$,COXST,ICOB,BRIA,CNNC,STARS,ZUR,BRIA,VC,BRAT,BITGOLD,TRDT,CAT,BUMBA
889,PX,ALL,300,CPN,$$$,BITZ,FUZZ,CPN,BITZ,EVO,FIRE,BRIA,ICOB,RPC,IMS,COAL,BTQ,BTPL,DIBC,QCN
890,IMS,NEVA,TEK,ALL,FIRE,KRONE,QCN,BAS,BRAT,CACH,BRIA,CACH,COXST,MST,CYP,NRO,AIB,DLC,ARCO,IMX
891,XCO,CPN,XBTS,KRONE,XBTC21,TALK,CXT,BITGOLD,FRC,BAS,COXST,CYP,MAR,BITSILVER,HONEY,EUC,MNC,AIB,EUC,DIX
892,RPC,SPEX,MAY,BTQ,GLC,ALL,TALK,$$$,REE,CPN,CACH,SHDW,CON,CACH,NEVA,BTQ,KED,IMS,611,VOT
893,MTLMC3,BIP,ACOIN,XCRE,GPU,CON,VUC,QCN,BAS,FLAX,IMS,JIN,CYP,HONEY,XBTS,RPC,JIN,COAL,ICOB,EAGLE
894,GPU,TEK,SFC,OFF,GLT,EAGLE,BOST,GLT,NEVA,RMC,SRC,FUZZ,CACH,QCN,MAR,HONEY,HONEY,DALC,QCN,COAL
895,EAGLE,NEWB,QCN,SOIL,BRIA,FIRE,VC,XCO,CON,HONEY,BRAT,CPN,JIN,XCRE,YEL,BITGOLD,RPC,611,IMS,XBTC21
896,ACOIN,MAY,REE,BTG,GPL,BITGOLD,EGAS,HONEY,CXT,SRC,XCRE,CNNC,RPC,REE,CACH,AIB,QCN,RPC,VLT,RPC
897,SFC,FLAX,GP,SPEX,FUZZ,WMC,XCO,BIP,CPN,TRDT,JIN,QCN,CPN,CXT,CNNC,ICOB,BRIA,UET,MAO,AIB
898,BITZ,FRC,GPU,ARB,MAO,BAS,RMC,FUZZ,GLC,CXT,CPN,XCRE,FUZZ,SHDW,XCO,QCN,BTPL,HONEY,AIB,BRIA
899,SH,300,XCO,TEK,ALL,XBTC21,GPU,RPC,$$$,FUZZ,SHDW,EVO,EVO,EVO,MAO,YEL,MAR,EUC,KED,MAO
900,CACH,YAC,NRO,ICE,XCRE,MOTO,GPL,GPU,QCN,GLC,BAS,SOIL,QCN,CNNC,WMC,MAR,ZUR,VOT,BAS,HONEY
901,FLAX,ISL,OFF,TOR,EREAL,MAO,SOIL,CXT,RMC,EGAS,CON,CON,XCRE,GPU,BTPL,SHDW,BAS,QCN,SHDW,DIBC
902,XVP,OFF,BLN,REE,EGAS,SOIL,XNG,FLAX,ACOIN,ALL,EGAS,GLT,HONEY,BAS,EGAS,CNNC,CACH,KED,CACH,JIN
903,EREAL,EREAL,USDE,FUZZ,RPC,FUZZ,NTWK,SOIL,GPU,KRONE,ERY,SONG,NTWK,YEL,EVO,WMC,MAO,RMC,XBTC21,ICOB
904,GPL,AERM,GCC,HMP,BTG,NRO,BITGOLD,YEL,XCO,NEVA,EVO,EGAS,AIB,FUZZ,COXST,EVO,XBTS,REE,ERY,WMC
905,ICE,LTCU,BIP,GPU,SHDW,XCRE,SONG,XCRE,FUZZ,DRS,CXT,AIB,BAS,CPN,SCRT,BTPL,ICOB,XBTC21,CON,ERY
906,CPN,BNX,ALL,GBC,ERY,GPL,WMC,GP,SFC,CYP,NEVA,EAGLE,OFF,SCRT,LEA,ZUR,BRAT,SOJ,CYP,ZUR
907,BITSILVER,BENJI,ERY,XBTS,SFC,GLT,FLAX,SONG,SOIL,GPU,SOIL,GPL,MAO,WMC,FRC,XBTS,MST,CACH,RPC,SHDW
908,300,SLING,NEVA,FLAX,SPEX,DRS,BIP,EAGLE,CYP,MAO,FLAX,MAO,NEVA,GLT,FUZZ,CACH,EVO,MAO,BRIA,QTL
909,XCRE,FRK,ISL,BIP,ICE,XBTS,RPC,GPL,MAO,EAGLE,FUZZ,DRS,CNNC,MAO,SPEX,MAO,300,BRAT,HONEY,SPEX
910,DRS,MSCN,ZMC,DRS,MST,GPU,SPEX,CON,HONEY,SONG,GLT,NEVA,SHDW,ALL,CPN,FUZZ,SPEX,BRIA,NRO,NRO
911,FIRE,SPT,SLING,MAY,TEK,NEVA,300,WMC,BIP,GPL,XBTS,SCRT,EGAS,BRAT,UET,XCRE,FRK,FUZZ,ZUR,CACH
912,GP,ECO,FRK,ECO,REE,SFC,XBTS,KRONE,EAGLE,VUC,KRONE,XNG,WMC,SPEX,300,BRIA,GPU,SPEX,BTPL,GTC
913,SONG,IMX,WMC,300,XBTS,SHDW,GP,FRK,KRONE,$$$,XCO,KRONE,CXT,XBTS,SHDW,VPRC,FUZZ,MST,FRC,EVO
914,SPEX,USDE,ACP,SFC,YAC,300,OFF,SPEX,GP,GLT,MAO,XCO,SPEX,ACOIN,ACOIN,FRK,XCRE,SHDW,REE,MST
915,TEK,CXT,ECO,FRK,HMP,SPEX,MAO,SHDW,SONG,SOIL,GPL,FLAX,GLT,FLAX,XCRE,SPEX,CON,EVO,SPEX,XBTS
916,GTC,LUNA,FLAX,SLING,BIP,VUC,GLT,EGAS,GLT,RPC,AIB,SPEX,GPU,GPL,SOIL,CPN,SCRT,MAR,FRK,SCRT
917,HMP,BITGOLD,CMT,USDE,GP,TEK,NEVA,300,FRK,300,SONG,$$$,GPL,HMP,CXT,GPU,HMP,FRK,MST,CNNC
918,BLN,WORM,TAJ,NRO,NRO,MST,EAGLE,MAY,GPL,ERY,ACOIN,ACOIN,EREAL,CON,FLAX,XCO,EGAS,NRO,SCRT,300
919,CMT,CMT,EAGLE,WMC,IMX,EREAL,XCRE,DIBC,SPEX,FRK,$$$,300,XCO,SOIL,$$$,NEVA,VOT,DIBC,WMC,EREAL
920,ISL,BLN,SPT,YAC,TRDT,RPC,FRC,NEVA,TEK,SPEX,FRK,BIP,ACOIN,GBC,GPU,FRC,NRO,SCRT,RMC,ALTCOM
921,BNX,TAJ,ASAFE2,SPT,OFF,OFF,AERM,MAO,RPC,SFC,SPEX,BAS,VUC,300,ALL,JIN,CNNC,BAS,EVO,GPU
922,SHDW,TOR,MAD,NEVA,NEVA,FRK,IMX,XBTS,300,TEK,TEK,CXT,SONG,FRC,BAS,EAGLE,NEVA,CNNC,UET,ISL
923,MAY,EXN,LTCU,CMT,AERM,BIP,ERY,IMX,ALL,HMP,BIP,VUC,MAY,VUC,KRONE,EGAS,CXT,GPU,MAY,MAR
924,MST,SLEVIN,LUNA,GTC,FLAX,BENJI,ALL,SFC,HMP,EREAL,ALL,GPU,300,ISL,JIN,BAS,COXST,CPN,VOT,COXST
925,FRC,BOAT,TOR,SAC,ISL,IMX,MAY,ACOIN,ERY,YEL,300,ZUR,FLAX,GTC,GPL,CON,XCO,EAGLE,CNNC,FRC
926,ECO,LEA,BNX,SCRT,300,FRC,SFC,RMC,YAC,ACOIN,ECO,HMP,KRONE,ECO,CON,GPL,FRC,ISL,GPU,ACOIN
927,NEWB,WMC,AERM,IMX,ZMC,GP,BENJI,YAC,VUC,YAC,EAGLE,MAY,ISL,EGAS,ISL,ALL,$$$,XBTS,300,CON
928,BENJI,TOKEN,EREAL,EXN,MAY,BNX,DRS,XNG,SHDW,GP,YAC,YAC,BIP,GP,YAC,CXT,EREAL,BLN,ISL,MNC
929,SLING,ZMC,MSCN,BENJI,CMT,BOST,SLING,LEA,DRS,MAY,GP,GP,EAGLE,SONG,VUC,ECO,VPRC,300,MAR,NTWK
930,VC,VEC2,IMX,COXST,SLING,AERM,ECO,GTC,OFF,XCO,DRS,ISL,ALL,BIP,EAGLE,FLAX,CPN,FRC,FUZZ,BLN
931,WMC,UET,CTO,DIBC,BTQ,ERY,NRO,DRS,ISL,XNG,VUC,SOJ,DIX,KRONE,ASAFE2,KRONE,WMC,VPRC,XCRE,BTPL
932,BITGOLD,ASAFE2,BOAT,LTCU,LTCU,FLAX,FRK,ERY,MAY,BIP,SFC,DIBC,SOIL,SLING,ECO,CMT,ACOIN,CON,ACOIN,VUC
933,RUPX,VPRC,XCS,GCC,FRK,CMT,SPT,SKC,BLN,TYCHO,GPU,IMX,NRO,XCO,VPRC,ACOIN,ICE,IMX,XNG,SOIL
934,LUNA,SKC,VEC2,ACOIN,WMC,ZMC,VEC2,VUC,ECO,ECO,DIBC,FRC,YEL,VPRC,GRT,GP,SLING,XNG,JIN,XNG
935,EXN,ANTI,LEA,BLN,BLN,ACOIN,SAC,OFF,CMT,SKC,ISL,ECO,VPRC,DIBC,MAY,GTC,GTC,ALL,GTC,CPN
936,XCS,DBTC,BOST,DBTC,USDE,SLING,ACOIN,ALL,SKC,ISL,TYCHO,BENJI,GP,$$$,FRK,$$$,BLN,MAY,SLING,XCRE
937,USDE,KNC,WORM,BNX,LEA,MAY,CMT,BENJI,BENJI,ZMC,FRC,ASAFE2,DIBC,EREAL,DIBC,SOIL,SAC,ACOIN,XCO,BXC
938,SAC,SAC,YAC,ZMC,BENJI,LEA,BNX,BLN,DIBC,ICE,AERM,SFC,ECO,FRK,XNG,SLING,RMC,SLING,NEVA,MAY
939,BOAT,BOST,VPRC,EREAL,ECO,ECO,TYCHO,FRC,TAJ,FRC,GTC,FRK,SFC,XBTC21,GP,BIP,YAC,NEVA,SOJ,YAC
940,SPT,CF,UET,YEL,SAC,XNG,USDE,ECO,GTC,AIB,MAY,YEL,XNG,MAY,SFC,MAY,GPL,GTC,LUNA,ECO
941,UET,PRX,COXST,XNG,COXST,ICE,DIBC,NRO,XNG,BENJI,BENJI,BLN,FRK,SFC,IMX,CTO,FLAX,XCO,SAC,GP
942,CXT,XBTC21,KNC,LUNA,ACOIN,SAC,TAJ,SAC,GBC,GTC,TAJ,OFF,ASAFE2,NRO,BIP,XNG,BIP,SAC,YAC,SPT
943,OFF,ICON,DBTC,ASAFE2,GTC,LTCU,DBTC,USDE,EXN,IMX,OFF,SAC,GTC,ASAFE2,SONG,ICE,MAY,XCRE,BLN,XCO
944,YAC,WARP,TOKEN,LEA,DRS,USDE,GTC,BNX,ICE,AERM,SAC,CMT,$$$,GRT,GTC,BLN,CMT,YAC,XBTS,RMC
945,COXST,HMP,CF,BOAT,BNX,GCC,LEA,SPT,IMX,SPT,XNG,ALL,LUNA,DRS,CMT,300,XNG,JIN,SOIL,FUZZ
946,LEA,GCC,BITEUR,SLEVIN,WORM,YAC,YAC,ICE,SPT,OFF,CMT,GTC,YAC,BNX,EREAL,JS,OFF,EREAL,EREAL,FLAX
947,TOR,JS,MTLMC3,TAJ,SPT,SPT,LTCU,EREAL,LEA,CMT,BLN,SPT,DRS,OFF,GBC,SFC,DIBC,VUC,FLAX,GPL
948,ATX,DLISK,ANTI,ISL,GBC,BLN,BSTAR,ADCN,TYCHO,EXN,ADCN,BNX,CMT,CTO,DRS,DRS,ECO,OFF,VUC,LUNA
949,TAJ,WOMEN,SAC,WORM,XNG,BSTAR,BLN,TYCHO,JWL,BNX,VEC2,GBC,JWL,XNG,NRO,SCRT,DRS,GPL,EAGLE,DBTC
950,XBTC21,PULSE,SLEVIN,BOST,TAJ,BTQ,SKC,CMT,NRO,TAJ,ASAFE2,EREAL,TAJ,BENJI,OFF,EREAL,GP,BIP,ECO,ALL
951,WORM,VIP,HMP,AERM,SLEVIN,GTC,LUNA,DBTC,BNX,JWL,BNX,JWL,SPT,CMT,BRIA,LUNA,VUC,CXT,YEL,OFF
952,BOST,JWL,WARP,CF,BOAT,DBTC,JWL,BSTAR,PIE,NRO,EREAL,BSTAR,FIRE,COXST,SOJ,OFF,EAGLE,$$$,BXC,CXT
953,IMX,URO,WOMEN,ANTI,DBTC,PIE,ASAFE2,BTQ,LUNA,BLN,JWL,TAJ,BENJI,FIRE,BENJI,FIRE,XBTC21,GP,COXST,QBC
954,ASAFE2,ATX,DLISK,XCS,CTO,ASAFE2,ZMC,ATX,EREAL,GBC,WORM,DBTC,CTO,JWL,BLN,YAC,KRONE,BXC,GPL,YEL
955,KNC,PLACO,PULSE,WOMEN,DIBC,BOAT,ADCN,ZMC,SCRT,ASAFE2,DBTC,FIRE,IMX,EAGLE,LUNA,SONG,SONG,YEL,CMT,VLT
956,VPRC,QBC,BSTAR,WARP,ANTI,TAJ,RBX,LUNA,LTCU,COXST,ZMC,COXST,BLN,BLN,CTO,DIBC,BNX,ECO,EGAS,JWL
957,CTO,YEL,BLRY,MSCN,LUNA,ANTI,PULSE,LTCU,ZMC,SCRT,IMX,WORM,SAC,TAJ,BSTAR,TAJ,BENJI,EGAS,$$$,NEVA
958,ANTI,GBT,JWL,UET,EXN,BVC,VPRC,TAJ,ATX,LUNA,SPT,ZMC,LTCU,LUNA,ICE,IMX,YEL,BTQ,OFF,UET
959,SKC,DRM,URO,BITEUR,MSCN,WARP,ARB,JWL,SAC,DIBC,NRO,NRO,BNX,YAC,FIRE,BVC,FIRE,FLAX,FIRE,EGAS
960,FRK,XCS,XBTC21,BSTAR,CF,WORM,EXN,CESC,ASAFE2,LEA,ICE,ICE,TOR,ZMC,XBTC21,BENJI,IMX,NTWK,ALL,SONG
961,PRX,BVC,ATX,JS,TOR,LUNA,MSCN,ASAFE2,AERM,SAC,CTO,CTO,CF,SPT,ZMC,VUC,BVC,JS,GP,CMT
962,PLACO,PIE,STEPS,ACP,CTIC2,JWL,BLRY,ARB,MSCN,DBTC,LEA,GCC,WORM,ICE,BNX,JWL,SFC,SONG,CXT,FRK
963,WARP,MILO,YEL,XBTC21,BOST,VPRC,TOKEN,EXN,ICON,VEC2,WARP,VEC2,ANTI,DBTC,JWL,DBTC,ALL,BENJI,ZMC,JS
964,RBX,ARB,RBX,URO,ASAFE2,ROOFS,ROOFS,VEC2,XBTC21,PIE,GCC,LEA,GCC,WORM,TAJ,SPT,CTO,CMT,BVC,SOJ
965,PIE,BITEUR,VIP,QBC,BLRY,ISL,ANTI,PULSE,PULSE,XBTC21,LUNA,ADCN,XBTC21,SAC,SPT,BNX,SOJ,BVC,JWL,$$$
966,ICON,PLNC,ICON,RBX,ROOFS,SLEVIN,XBTC21,VPRC,VEC2,UET,EXN,TYCHO,AERM,IMX,BVC,COXST,SOIL,JWL,IMX,BIP
967,CF,FLVR,MILO,PRX,ARB,SKC,CF,GBC,UET,LTCU,SCRT,AERM,SOJ,TOR,DBTC,ISL,JS,TAJ,BIP,ANTI
968,ROOFS,RIDE,DRM,DLISK,GCC,TOR,DLISK,BLRY,CF,CF,RBX,VPRC,HMP,BVC,ANTI,XBTC21,SPT,SOIL,SPT,VPRC
969,DBTC,ROOFS,GBT,BLRY,UET,TYCHO,WORM,WORM,ANTI,MSCN,PIE,ANTI,DBTC,ANTI,PIE,MND,ISL,BNX,DBTC,TAJ
970,BSTAR,WBB,FLVR,DRM,JWL,CF,BOAT,ANTI,GCC,ANTI,ANTI,XBTC21,ROOFS,LTCU,LTCU,GCC,DBTC,TYCHO,JS,DRS
971,GCC,DES,EXN,ICON,PULSE,MILO,HMP,XBTC21,RBX,GCC,SOJ,ROOFS,ADCN,SOJ,TOR,BRAIN,GCC,LUNA,CPN,GCC
972,VIP,G3N,SKC,ADCN,WARP,MSCN,DRM,CF,MILO,WORM,LTCU,TEK,DRM,GCC,ROOFS,WORM,ROOFS,SPT,BENJI,BENJI
973,VOLT,BSC,GEERT,FLVR,DLISK,PULSE,WOMEN,DLISK,DRM,DRM,XBTC21,CF,BSTAR,CF,SAC,SAC,TAJ,DBTC,TYCHO,KRONE
974,PULSE,ACP,PIE,TOKEN,TOKEN,VEC2,PIE,UET,WORM,GBT,CF,BITEUR,SLING,MSCN,GCC,ANTI,QBC,ICE,BNX,SLING
975,ZMC,GEERT,PLACO,CTO,WOMEN,CTIC2,GCC,BOAT,GBT,PULSE,MSCN,LUNA,VEC2,MTLMC3,PRX,HMP,PIE,DRS,TAJ,SAC
976,JWL,RSGP,PRX,SKC,BSTAR,TOKEN,CWXT,WOMEN,QBC,CTO,HMP,DRM,ICE,PIE,HMP,ROOFS,TYCHO,SFC,VPRC,SFC
977,QBC,ADCN,WBB,VLTC,SKC,HMP,VIP,GCC,USDE,TOKEN,GBC,BRAIN,MSCN,ICON,ADCN,CF,BRAIN,GCC,SONG,ROOFS
978,VEC2,CTO,BVC,PLACO,JS,UET,UET,TOR,TOR,URO,GBT,LTCU,ZMC,FLVR,BITEUR,GBT,ANTI,QBC,ROOFS,BRAIN
979,BITEUR,DIBC,PLNC,VEC2,XCS,PLACO,MTLMC3,MSCN,PRX,BSTAR,CESC,TOR,BOAT,BOAT,CF,LTCU,LUNA,KRONE,ANTI,VEC2
980,ORLY,PONZI,VOLT,SOCC,PRX,URO,SLEVIN,HMP,SLEVIN,ADCN,SLEVIN,BOAT,ICON,BITEUR,JS,BOAT,RBX,ANTI,DRS,PULSE
981,CAB,PRC,BSC,PONZI,YEL,WOMEN,CTO,DRM,CTO,ATX,BITEUR,URO,BITEUR,ADCN,MSCN,ATX,CF,BRAIN,QBC,TYCHO
982,TOKEN,RBX,ADCN,BVC,MILO,DIBC,BTQ,PIE,BOAT,USDE,ATX,FLVR,MTLMC3,BLRY,BRAIN,ZMC,PRX,BITEUR,RBX,HMP
983,DLISK,ORLY,PRC,ROOFS,BITEUR,GBT,CESC,QBC,BTQ,BOAT,UET,WARP,PRX,VIP,BOAT,GEERT,WORM,VEC2,GCC,BITEUR
984,MILO,SOCC,PONZI,DES,QBC,DLISK,SH,CWXT,BITEUR,BITEUR,ROOFS,ICON,TYCHO,PRX,LTCR,VEC2,BITEUR,COXST,KRONE,ICE
985,WOMEN,LTCR,ZYD,ATX,SOCC,QBC,FLVR,MILO,SCS,LTCR,SCS,VIP,BLRY,VEC2,QBC,SOJ,ZMC,WORM,WORM,CF
986,GEERT,CWXT,CWXT,RSGP,VLTC,ACP,PRX,TOKEN,SOCC,SCS,BOAT,CESC,BVC,ROOFS,BLRY,QBC,BOAT,GBC,BITEUR,BVC
987,SOCC,ZYD,RIDE,PRC,ICON,BITEUR,BVC,PRX,DLISK,ARB,MTLMC3,ATX,WOMEN,PONZI,VIP,FLVR,ATX,HMP,BRAIN,BSTAR
988,CWXT,HVCO,ORLY,VIP,ADCN,ATX,ICON,MTLMC3,TOKEN,MTLMC3,DLISK,MSCN,EXN,QBC,ATX,MILO,JWL,ROOFS,HMP,BNX
989,FLVR,BIOS,DIBC,PIE,ATX,SOCC,QBC,SCS,PLACO,MILO,YEL,MTLMC3,ATX,WOMEN,WORM,MSCN,CWXT,CF,CF,ARB
990,VRS,VOLT,LTCR,GEERT,FLVR,PRX,ICE,VIP,BLRY,BLRY,BLRY,UET,RIDE,CESC,FLVR,BITEUR,MND,BSTAR,BSTAR,ZMC
991,PLNC,VLTC,SOCC,MTLMC3,VEC2,SH,BITEUR,BITEUR,ADCN,BVC,LTCR,LTCR,MND,TYCHO,VEC2,MTLMC3,BLRY,ATX,GBC,ADCN
992,DES,VRS,ROOFS,PULSE,MTLMC3,FLVR,VLTC,SH,BVC,SLEVIN,BVC,PLACO,SCS,JS,ICON,PRX,VEC2,BOAT,ADCN,LTCU
993,BVC,IBANK,HVCO,VPRC,STEPS,CTO,SOCC,SLEVIN,WOMEN,ICON,PLACO,EXN,BRAIN,SCS,PONZI,BLRY,DLISK,ZMC,MTLMC3,VIP
994,DIBC,BRAIN,NANOX,DOLLAR,PONZI,ADCN,ATX,CTO,CWXT,CWXT,ICON,RIDE,FLVR,MILO,MTLMC3,ICON,ADCN,MTLMC3,FLVR,TOR
995,ADCN,SCS,JOBS,G3N,RIDE,PRC,BSC,BVC,ROOFS,CESC,FLVR,MND,QBC,PLACO,MILO,TYCHO,LTCU,ZYD,BOAT,MILO
996,RSGP,DOLLAR,QBC,PLNC,TYCHO,CWXT,MND,LTCR,FLVR,FLVR,CWXT,BLRY,CWXT,RBX,CESC,ADCN,VIP,PRX,SFC,BLRY
997,BLRY,MND,TAGR,VRS,GEERT,XCS,PEX,ROOFS,MTLMC3,SH,PRX,WOMEN,PIE,DES,WARP,CWXT,MILO,LTCU,PRX,MND
998,BSC,CRDNC,DOLLAR,CWXT,GBT,MTLMC3,SCS,ICON,MND,RBX,SH,PLNC,MILO,GBT,MND,WOMEN,PONZI,FIRE,MND,ATX
999,JOBS,URC,VLTC,LTCR,BVC,EXN,GEERT,PLNC,ACP,TOR,TOR,PRX,RBX,CWXT,SCS,EXN,MTLMC3,CTO,BLRY,CTO
